dir_x,dir_y,dir_z,hit_count,Linear_dir_x,Linear_dir_y,Linear_dir_z,Linear_init_x,Linear_init_y,Linear_angle,Linear_RMSE
0.539617434588193,0.21177017870035328,0.814841343883383,7,0.46176391495038843,0.26733700339233013,0.8457570652775533,1.990968801313633,0.9646962233169143,0.10056413106710801,6.469089786209703
0.29073096543538623,-0.32718580519186524,0.8991245490019495,7,0.26733700339233013,-0.46176391495038843,0.8457570652775533,0.9646962233169143,-1.990968801313633,0.14678313569397533,11.280359824505853
-0.1551605674683696,0.1486552537136295,0.976640575568223,7,0.0855732932512686,-0.0855732932512686,0.9926502017147152,-7.204433497536947,7.204433497536947,0.3378667114622243,11.638922806351452
-0.18159833636365882,0.7900121803766376,0.5855790288991763,7,-0.1709377457507781,0.8236091386173856,0.5407848683751889,-0.9646962233169141,-3.4688013136288953,0.05700702252617322,6.842809088497298
-0.031178431091334204,-0.6358111487974414,0.7712146837940528,7,0.06243175257304625,-0.6867492783035085,0.7242083298473361,-7.204433497536947,4.24876847290641,0.11654408445516781,4.942128685305832
-0.04532530456917897,-0.03697886157695992,0.9982876241655925,7,0.0855732932512686,0.0855732932512686,0.9926502017147152,-7.204433497536947,-7.204433497536947,0.179643955332562,6.284994192082617
-0.4929530240143002,0.6656888592123529,0.5602282203135728,7,-0.5338547950069148,0.63091930318999,0.5629741474618372,4.248768472906408,2.7709359605911317,0.05375977127872574,3.2841456276250907
0.11810413573100761,-0.6111971841741751,0.7826170297027732,7,-0.06243175257304625,-0.6867492783035085,0.7242083298473361,7.204433497536947,4.24876847290641,0.20459401549365525,6.76043032722401
-0.5492230139956026,0.49440176721286716,0.6737365757285113,7,-0.6397175104846637,0.36832220300632146,0.674611192874736,4.248768472906409,1.9909688013136326,0.15535306930182644,9.501580092417584
0.49302229860174196,-0.5588485195461007,0.6667963296858993,7,0.36832220300632146,-0.6397175104846637,0.674611192874736,1.9909688013136326,4.248768472906409,0.14896976083666047,9.37811515165071
-0.6013110114279512,-0.08715526265261192,0.7942474600069229,7,-0.6867492783035085,0.06243175257304625,0.7242083298473361,4.24876847290641,-7.204433497536947,0.18622988696613313,6.614529488488176
0.543899852481415,-0.5197409530718461,0.6588188614260099,7,0.5668597129278474,-0.5668597129278474,0.5977793336330026,-4.248768472906409,4.248768472906409,0.08047764599733091,4.700125311137118
-0.0833298273849082,0.7709008130171253,0.6314808598505077,7,0.05730118034771078,0.7449153445202398,0.6646936920334446,-7.204433497536947,2.7709359605911317,0.146949816152606,8.612144912133745
0.25215182776323,0.18034482653211562,0.9507340318400114,7,0.3003805576083958,-0.08192197025683527,0.9502948549792886,0.9646962233169141,7.204433497536947,0.2674612204123509,10.412149975089093
-0.49329076350157364,0.11075391215744529,0.862784905747577,7,-0.47783963734750146,-0.07544836379171078,0.8752010199838447,-1.9909688013136326,7.204433497536947,0.18752899663641634,8.181397430248444
0.3915802497833825,0.6085924337048734,0.6901305366499609,7,0.36832220300632146,0.6397175104846637,0.674611192874736,1.9909688013136326,-4.248768472906409,0.04184271270049475,3.058708193607037
0.49590466509897163,0.12020911347139718,0.8600164720349823,7,0.47783963734750146,-0.07544836379171078,0.8752010199838447,1.9909688013136326,7.204433497536947,0.19739585435596843,8.199934187438647
