dir_x,dir_y,dir_z,hit_count,PCA_dir_x,PCA_dir_y,PCA_dir_z,PCA_init_x,PCA_init_y,PCA_angle,PCA_RMSE,Linear_dir_x,Linear_dir_y,Linear_dir_z,Linear_init_x,Linear_init_y,Linear_angle,Linear_RMSE
0.26866313286575266,-0.0003293048883107081,0.9632341421466795,8,0.39531427828836113,0.052396682179922105,0.9170502761996685,-4.473442036470374,-5.374734190566048,0.14487988745154576,7.562875031400105,0.30890704714848133,0.06619436724610314,0.9487859305274788,-0.31976744186046524,-5.872093023255815,0.07910110123943662,4.3291190771357355
-0.609746530911712,-0.14406184381359807,0.7793942219430159,8,-0.6971722735253235,0.05144746864590337,0.7150552279351997,4.015263014128067,-5.957989675191946,0.22409026620960973,17.649348974392854,-0.6709196490606821,0.05160920377389861,0.7397319207592137,1.337209302325582,-5.872093023255815,0.2091931303308041,10.249464576295809
0.2784445434285165,-0.20567024907608666,0.9381728971143143,8,0.39531427828836113,0.052396682179922105,0.9170502761996685,-4.473442036470374,-5.374734190566048,0.28504720526638666,17.04398690640702,0.30890704714848133,0.06619436724610314,0.9487859305274788,-0.31976744186046524,-5.872093023255815,0.27463401642065827,11.187583697106183
0.18895114568720478,0.13729251940260725,0.9723416213757269,8,-0.06819676136905845,-0.06819676136905828,0.995338336184005,5.822823826621166,5.822823826621159,0.331484896892377,17.88919248628033,-0.06943030862496506,-0.06943030862496506,0.9951677569578328,5.872093023255815,5.872093023255815,0.3332266963812995,11.538057334686172
-0.33498410438520987,0.7487199504533634,0.5720175570752631,8,-0.2978939291810524,0.7991031109462808,0.5222005601615628,0.5868170801558392,-4.00402382520425,0.07999555604243809,13.160584598996893,-0.30250297966902473,0.7986078663262252,0.5203051250307225,1.017441860465118,-4.186046511627907,0.07887476071923029,9.013314823118577
-0.16752428119971824,-0.02791891503526785,0.9854725513132121,8,0.06819676136905845,0.06819676136905828,0.995338336184005,-5.822823826621166,-5.822823826621159,0.25544869684431093,12.874617080875327,0.06943030862496506,0.06943030862496506,0.9951677569578328,-5.872093023255815,-5.872093023255815,0.25706310858697007,8.913515115328295
-0.415671847580265,-0.041753087081744175,0.9085557742089109,8,-0.504887715126116,0.05493150946063343,0.8614353860755355,1.2027073991102917,-5.635842043378496,0.13985554633308797,9.2501563786983,-0.5017087194241238,0.06020504633089483,0.8629389974094929,1.0174418604651185,-5.872093023255815,0.14110886712262033,6.771907078205411
-0.811383455130731,-0.2689080745172606,0.518984909414076,8,-0.799103110946281,-0.2978939291810525,0.522200560161563,4.0040238252042215,0.5868170801558357,0.03164507227702633,7.320097281846417,-0.7986078663262252,-0.30250297966902473,0.5203051250307225,4.186046511627907,1.017441860465118,0.03596826044940383,5.9036293555372
-0.14784195430450447,-0.6635651345234785,0.7333648947094908,8,0.05144746864590351,-0.6971722735253235,0.7150552279351995,-5.957989675191955,4.015263014128081,0.20328074562821935,17.910770471068936,0.05160920377389861,-0.6709196490606821,0.7397319207592137,-5.872093023255815,1.337209302325582,0.20002151210887759,10.683884241296946
-0.7815796552493195,0.23081808393804004,0.5795310644197833,8,-0.799103110946281,0.2978939291810525,0.522200560161563,4.0040238252042215,-0.5868170801558357,0.0899916175056401,18.49774281617469,-0.7986078663262252,0.30250297966902473,0.5203051250307225,4.186046511627907,-1.017441860465118,0.09456774829286763,10.711929275467023
